log_id,user_id,action,reference_id,timestamp
L02515,U0014,predict_disease,D005,2024-07-10 01:00:00
L02516,U0185,logout,,2024-07-30 08:00:00
L02517,U0187,logout,,2024-02-22 15:00:00
L02518,U0083,logout,,2024-05-13 13:00:00
L02519,U0154,search_disease,D010,2024-04-03 08:00:00
L02520,U0093,view_medicine,M013,2024-11-23 17:00:00
L02521,U0138,view_profile,,2024-08-13 04:00:00
L02522,U0162,logout,,2024-03-16 10:00:00
L02523,U0040,search_disease,D003,2024-06-11 19:00:00
L02524,U0150,view_medicine,M026,2024-12-18 10:00:00
L02525,U0101,login,,2024-09-30 09:00:00
L02526,U0130,rate_medicine,M030,2024-03-16 07:00:00
L02527,U0064,logout,,2024-11-17 06:00:00
L02528,U0147,logout,,2024-02-09 05:00:00
L02529,U0022,search_disease,D003,2024-02-14 01:00:00
L02530,U0118,search_disease,D009,2024-09-19 01:00:00
L02531,U0179,view_profile,,2024-06-26 22:00:00
L02532,U0191,login,,2024-11-10 01:00:00
L02533,U0013,search_disease,D008,2024-09-05 09:00:00
L02534,U0162,view_medicine,M026,2024-04-25 19:00:00
L02535,U0027,predict_disease,D006,2024-10-27 19:00:00
L02536,U0091,rate_medicine,M023,2024-04-01 19:00:00
L02537,U0189,download_report,,2024-02-26 15:00:00
L02538,U0045,search_disease,D003,2024-03-13 15:00:00
L02539,U0192,login,,2024-05-10 07:00:00
L02540,U0143,view_profile,,2024-08-20 05:00:00
L02541,U0093,predict_disease,D001,2024-05-28 04:00:00
L02542,U0097,predict_disease,D002,2024-03-31 12:00:00
L02543,U0176,download_report,,2024-05-13 18:00:00
L02544,U0050,login,,2024-04-09 23:00:00
L02545,U0139,view_medicine,M023,2024-04-10 06:00:00
L02546,U0078,rate_medicine,M010,2024-08-14 00:00:00
L02547,U0133,rate_medicine,M017,2024-09-12 16:00:00
L02548,U0004,download_report,,2024-05-18 14:00:00
L02549,U0043,view_medicine,M026,2024-01-06 11:00:00
L02550,U0197,login,,2024-09-16 21:00:00
L02551,U0019,download_report,,2024-11-09 10:00:00
L02552,U0175,view_profile,,2024-08-17 15:00:00
L02553,U0180,rate_medicine,M020,2024-04-03 12:00:00
L02554,U0163,login,,2024-12-02 06:00:00
L02555,U0154,predict_disease,D015,2024-06-11 13:00:00
L02556,U0069,view_profile,,2024-04-04 14:00:00
L02557,U0122,logout,,2024-06-12 05:00:00
L02558,U0092,predict_disease,D015,2024-10-17 04:00:00
L02559,U0021,view_medicine,M014,2024-07-23 11:00:00
L02560,U0155,search_disease,D003,2024-03-09 00:00:00
L02561,U0147,download_report,,2024-03-21 04:00:00
L02562,U0019,rate_medicine,M004,2024-06-14 13:00:00
L02563,U0011,view_profile,,2024-03-18 18:00:00
L02564,U0081,download_report,,2024-12-06 22:00:00
L02565,U0060,login,,2024-08-11 07:00:00
L02566,U0172,logout,,2024-03-19 20:00:00
L02567,U0045,login,,2024-11-14 23:00:00
L02568,U0196,rate_medicine,M022,2024-04-02 01:00:00
L02569,U0097,login,,2024-02-08 10:00:00
L02570,U0132,rate_medicine,M020,2024-01-14 20:00:00
L02571,U0025,download_report,,2024-04-09 06:00:00
L02572,U0168,search_disease,D004,2024-10-02 01:00:00
L02573,U0147,view_medicine,M009,2024-09-30 07:00:00
L02574,U0165,predict_disease,D002,2024-02-12 05:00:00
L02575,U0045,predict_disease,D002,2024-02-09 11:00:00
L02576,U0170,rate_medicine,M017,2024-02-27 22:00:00
L02577,U0138,download_report,,2024-03-19 13:00:00
L02578,U0138,login,,2024-09-12 12:00:00
L02579,U0003,rate_medicine,M029,2024-02-23 18:00:00
L02580,U0084,search_disease,D009,2024-05-14 17:00:00
L02581,U0080,view_medicine,M013,2024-06-05 04:00:00
L02582,U0100,view_medicine,M002,2024-03-31 18:00:00
L02583,U0114,logout,,2024-11-22 16:00:00
L02584,U0063,logout,,2024-06-09 16:00:00
L02585,U0199,download_report,,2024-07-17 20:00:00
L02586,U0073,login,,2024-07-23 23:00:00
L02587,U0191,rate_medicine,M025,2024-03-01 19:00:00
L02588,U0186,login,,2024-03-07 06:00:00
L02589,U0047,rate_medicine,M022,2024-02-27 19:00:00
L02590,U0112,predict_disease,D012,2024-03-15 05:00:00
L02591,U0047,search_disease,D004,2024-01-09 09:00:00
L02592,U0073,search_disease,D001,2024-03-24 19:00:00
L02593,U0056,rate_medicine,M018,2024-02-27 09:00:00
L02594,U0131,logout,,2024-10-17 22:00:00
L02595,U0121,search_disease,D002,2024-11-10 14:00:00
L02596,U0195,predict_disease,D014,2024-07-27 18:00:00
L02597,U0177,rate_medicine,M019,2024-09-26 03:00:00
L02598,U0179,predict_disease,D009,2024-04-11 03:00:00
L02599,U0057,view_medicine,M002,2024-08-09 13:00:00
L02600,U0006,login,,2024-12-18 23:00:00
L02601,U0001,predict_disease,D012,2024-02-01 00:00:00
L02602,U0051,download_report,,2024-03-23 17:00:00
L02603,U0050,download_report,,2024-10-05 12:00:00
L02604,U0025,view_profile,,2024-01-02 10:00:00
L02605,U0046,view_medicine,M011,2024-05-18 07:00:00
L02606,U0141,view_profile,,2024-12-29 00:00:00
L02607,U0142,download_report,,2024-12-18 05:00:00
L02608,U0158,login,,2024-03-28 21:00:00
L02609,U0116,view_medicine,M002,2024-07-22 17:00:00
L02610,U0042,login,,2024-08-22 13:00:00
L02611,U0059,view_profile,,2024-03-31 17:00:00
L02612,U0129,view_profile,,2024-11-08 12:00:00
L02613,U0055,view_profile,,2024-09-04 13:00:00
L02614,U0087,search_disease,D009,2024-11-21 03:00:00
L02615,U0046,login,,2024-07-22 14:00:00
L02616,U0112,search_disease,D004,2024-10-09 09:00:00
L02617,U0020,search_disease,D001,2024-04-07 04:00:00
L02618,U0058,predict_disease,D004,2024-11-07 04:00:00
L02619,U0139,search_disease,D011,2024-09-17 23:00:00
L02620,U0090,view_profile,,2024-04-05 14:00:00
L02621,U0123,search_disease,D009,2024-06-15 22:00:00
L02622,U0124,view_medicine,M013,2024-09-09 12:00:00
L02623,U0012,search_disease,D011,2024-08-04 20:00:00
L02624,U0149,download_report,,2024-03-26 00:00:00
L02625,U0168,search_disease,D014,2024-05-16 07:00:00
L02626,U0033,search_disease,D010,2024-08-27 19:00:00
L02627,U0105,logout,,2024-02-29 14:00:00
L02628,U0152,search_disease,D006,2024-08-02 18:00:00
L02629,U0139,view_profile,,2024-12-20 09:00:00
L02630,U0170,download_report,,2024-09-11 05:00:00
L02631,U0188,view_medicine,M023,2024-03-18 22:00:00
L02632,U0097,login,,2024-07-07 22:00:00
L02633,U0137,login,,2024-07-15 05:00:00
L02634,U0148,download_report,,2024-02-18 04:00:00
L02635,U0115,download_report,,2024-04-14 09:00:00
L02636,U0084,predict_disease,D006,2024-04-24 19:00:00
L02637,U0112,rate_medicine,M022,2024-11-17 20:00:00
L02638,U0114,view_medicine,M025,2024-06-01 04:00:00
L02639,U0069,view_medicine,M015,2024-11-17 15:00:00
L02640,U0159,predict_disease,D013,2024-07-29 13:00:00
L02641,U0196,rate_medicine,M003,2024-08-12 18:00:00
L02642,U0125,login,,2024-01-12 17:00:00
L02643,U0153,view_medicine,M018,2024-08-22 09:00:00
L02644,U0066,logout,,2024-10-13 11:00:00
L02645,U0071,rate_medicine,M013,2024-02-08 16:00:00
L02646,U0156,view_profile,,2024-09-15 09:00:00
L02647,U0119,search_disease,D007,2024-05-04 09:00:00
L02648,U0133,logout,,2024-11-18 10:00:00
L02649,U0103,view_profile,,2024-10-24 17:00:00
L02650,U0075,search_disease,D007,2024-10-26 17:00:00
L02651,U0075,view_medicine,M009,2024-06-10 00:00:00
L02652,U0164,predict_disease,D011,2024-09-20 12:00:00
L02653,U0044,view_medicine,M011,2024-03-01 01:00:00
L02654,U0036,predict_disease,D007,2024-08-22 01:00:00
L02655,U0103,login,,2024-05-28 17:00:00
L02656,U0140,view_medicine,M001,2024-04-01 08:00:00
L02657,U0134,rate_medicine,M012,2024-02-23 07:00:00
L02658,U0139,view_medicine,M018,2024-10-20 17:00:00
L02659,U0171,view_profile,,2024-01-22 10:00:00
L02660,U0079,logout,,2024-12-07 17:00:00
L02661,U0159,view_profile,,2024-10-31 23:00:00
L02662,U0068,logout,,2024-02-24 17:00:00
L02663,U0107,download_report,,2024-05-01 00:00:00
L02664,U0115,predict_disease,D015,2024-07-08 00:00:00
L02665,U0055,view_medicine,M001,2024-01-24 21:00:00
L02666,U0185,download_report,,2024-07-18 21:00:00
L02667,U0027,login,,2024-10-30 19:00:00
L02668,U0166,download_report,,2024-04-14 00:00:00
L02669,U0100,download_report,,2024-05-29 03:00:00
L02670,U0145,rate_medicine,M025,2024-04-08 14:00:00
L02671,U0115,rate_medicine,M014,2024-10-18 01:00:00
L02672,U0185,logout,,2024-01-10 20:00:00
L02673,U0121,search_disease,D009,2024-03-23 13:00:00
L02674,U0029,view_medicine,M001,2024-11-19 06:00:00
L02675,U0096,login,,2024-12-18 03:00:00
L02676,U0070,view_medicine,M008,2024-05-31 09:00:00
L02677,U0154,rate_medicine,M005,2024-10-31 01:00:00
L02678,U0124,login,,2024-05-20 21:00:00
L02679,U0109,download_report,,2024-10-13 12:00:00
L02680,U0043,download_report,,2024-06-03 01:00:00
L02681,U0037,login,,2024-03-05 03:00:00
L02682,U0089,download_report,,2024-11-08 19:00:00
L02683,U0123,login,,2024-03-11 10:00:00
L02684,U0197,login,,2024-04-01 05:00:00
L02685,U0156,predict_disease,D002,2024-01-05 10:00:00
L02686,U0056,view_profile,,2024-11-21 20:00:00
L02687,U0008,rate_medicine,M015,2024-05-12 15:00:00
L02688,U0100,rate_medicine,M016,2024-06-04 17:00:00
L02689,U0084,rate_medicine,M022,2024-07-09 19:00:00
L02690,U0154,view_profile,,2024-08-11 10:00:00
L02691,U0060,predict_disease,D002,2024-09-30 07:00:00
L02692,U0002,download_report,,2024-09-07 02:00:00
L02693,U0086,predict_disease,D005,2024-06-27 06:00:00
L02694,U0180,search_disease,D003,2024-11-01 01:00:00
L02695,U0064,view_medicine,M024,2024-07-20 04:00:00
L02696,U0018,predict_disease,D002,2024-08-29 07:00:00
L02697,U0119,predict_disease,D011,2024-09-10 05:00:00
L02698,U0198,login,,2024-05-18 17:00:00
L02699,U0159,view_profile,,2024-06-26 17:00:00
L02700,U0183,download_report,,2024-12-11 10:00:00
L02701,U0044,download_report,,2024-04-02 18:00:00
L02702,U0175,rate_medicine,M006,2024-06-26 04:00:00
L02703,U0026,download_report,,2024-07-26 03:00:00
L02704,U0126,download_report,,2024-07-07 19:00:00
L02705,U0018,search_disease,D008,2024-01-29 10:00:00
L02706,U0164,view_medicine,M017,2024-01-25 11:00:00
L02707,U0024,rate_medicine,M020,2024-05-12 14:00:00
L02708,U0079,logout,,2024-05-17 15:00:00
L02709,U0196,view_profile,,2024-07-06 20:00:00
L02710,U0092,view_profile,,2024-03-13 09:00:00
L02711,U0136,logout,,2024-05-31 03:00:00
L02712,U0031,logout,,2024-07-01 18:00:00
L02713,U0147,rate_medicine,M023,2024-08-23 06:00:00
L02714,U0155,rate_medicine,M010,2024-04-14 01:00:00
L02715,U0060,download_report,,2024-09-07 16:00:00
L02716,U0050,view_medicine,M008,2024-03-04 16:00:00
L02717,U0108,view_profile,,2024-02-12 02:00:00
L02718,U0062,view_profile,,2024-11-25 16:00:00
L02719,U0010,predict_disease,D007,2024-09-19 15:00:00
L02720,U0143,predict_disease,D013,2024-02-04 11:00:00
L02721,U0140,predict_disease,D008,2024-08-31 06:00:00
L02722,U0143,view_medicine,M010,2024-08-10 05:00:00
L02723,U0176,download_report,,2024-02-02 10:00:00
L02724,U0114,predict_disease,D002,2024-12-20 09:00:00
L02725,U0084,login,,2024-12-04 06:00:00
L02726,U0187,download_report,,2024-04-25 15:00:00
L02727,U0132,view_medicine,M004,2024-10-16 03:00:00
L02728,U0109,download_report,,2024-12-17 15:00:00
L02729,U0075,view_profile,,2024-05-22 12:00:00
L02730,U0023,logout,,2024-09-02 14:00:00
L02731,U0042,login,,2024-10-30 12:00:00
L02732,U0058,search_disease,D005,2024-04-17 12:00:00
L02733,U0155,predict_disease,D010,2024-10-21 08:00:00
L02734,U0162,login,,2024-08-08 08:00:00
L02735,U0014,download_report,,2024-11-08 18:00:00
L02736,U0010,view_medicine,M023,2024-02-27 01:00:00
L02737,U0123,download_report,,2024-04-26 18:00:00
L02738,U0060,view_medicine,M018,2024-12-16 22:00:00
L02739,U0042,download_report,,2024-02-18 22:00:00
L02740,U0153,search_disease,D009,2024-07-28 21:00:00
L02741,U0074,rate_medicine,M029,2024-03-28 20:00:00
L02742,U0071,rate_medicine,M013,2024-09-20 16:00:00
L02743,U0193,rate_medicine,M020,2024-12-09 19:00:00
L02744,U0150,logout,,2024-07-08 14:00:00
L02745,U0095,predict_disease,D009,2024-09-08 10:00:00
L02746,U0194,download_report,,2024-09-23 04:00:00
L02747,U0152,search_disease,D014,2024-01-27 05:00:00
L02748,U0113,predict_disease,D002,2024-10-25 14:00:00
L02749,U0036,search_disease,D014,2024-06-02 16:00:00
L02750,U0164,view_profile,,2024-11-07 14:00:00
L02751,U0004,search_disease,D008,2024-06-17 18:00:00
L02752,U0068,rate_medicine,M030,2024-06-17 03:00:00
L02753,U0053,rate_medicine,M026,2024-08-05 15:00:00
L02754,U0101,predict_disease,D009,2024-09-24 03:00:00
L02755,U0186,search_disease,D003,2024-04-21 20:00:00
L02756,U0136,view_medicine,M007,2024-09-14 10:00:00
L02757,U0138,login,,2024-02-28 02:00:00
L02758,U0157,view_profile,,2024-09-08 17:00:00
L02759,U0087,search_disease,D005,2024-10-22 00:00:00
L02760,U0159,view_medicine,M024,2024-12-02 23:00:00
L02761,U0027,predict_disease,D014,2024-08-15 14:00:00
L02762,U0081,view_medicine,M012,2024-03-16 17:00:00
L02763,U0109,login,,2024-10-26 06:00:00
L02764,U0096,view_profile,,2024-02-15 20:00:00
L02765,U0191,download_report,,2024-09-15 17:00:00
L02766,U0185,view_medicine,M025,2024-08-25 23:00:00
L02767,U0172,view_medicine,M025,2024-06-12 06:00:00
L02768,U0102,predict_disease,D011,2024-01-11 23:00:00
L02769,U0148,search_disease,D002,2024-05-03 18:00:00
L02770,U0064,search_disease,D001,2024-09-29 04:00:00
L02771,U0079,logout,,2024-03-09 20:00:00
L02772,U0090,download_report,,2024-03-03 07:00:00
L02773,U0011,login,,2024-10-20 01:00:00
L02774,U0137,download_report,,2024-02-21 16:00:00
L02775,U0073,search_disease,D001,2024-06-16 01:00:00
L02776,U0055,predict_disease,D005,2024-12-31 14:00:00
L02777,U0103,view_profile,,2024-02-05 10:00:00
L02778,U0053,logout,,2024-07-13 12:00:00
L02779,U0113,predict_disease,D015,2024-02-10 06:00:00
L02780,U0131,download_report,,2024-11-02 12:00:00
L02781,U0054,view_profile,,2024-06-29 07:00:00
L02782,U0002,view_medicine,M023,2024-11-16 10:00:00
L02783,U0193,download_report,,2024-08-08 02:00:00
L02784,U0163,download_report,,2024-05-29 14:00:00
L02785,U0023,view_profile,,2024-11-29 10:00:00
L02786,U0097,login,,2024-05-02 18:00:00
L02787,U0146,logout,,2024-04-05 11:00:00
L02788,U0030,download_report,,2024-02-21 12:00:00
L02789,U0101,rate_medicine,M008,2024-12-13 19:00:00
L02790,U0035,view_medicine,M022,2024-09-17 07:00:00
L02791,U0125,logout,,2024-04-03 14:00:00
L02792,U0041,view_medicine,M028,2024-10-05 19:00:00
L02793,U0197,login,,2024-11-28 12:00:00
L02794,U0002,login,,2024-06-24 07:00:00
L02795,U0134,rate_medicine,M006,2024-02-12 12:00:00
L02796,U0018,rate_medicine,M009,2024-12-26 21:00:00
L02797,U0020,login,,2024-01-18 03:00:00
L02798,U0083,logout,,2024-11-20 06:00:00
L02799,U0138,download_report,,2024-11-21 09:00:00
L02800,U0068,login,,2024-01-22 11:00:00
L02801,U0049,search_disease,D001,2024-12-08 17:00:00
L02802,U0126,view_medicine,M005,2024-04-19 00:00:00
L02803,U0125,rate_medicine,M005,2024-08-02 06:00:00
L02804,U0035,login,,2024-09-17 03:00:00
L02805,U0067,rate_medicine,M021,2024-12-12 08:00:00
L02806,U0030,logout,,2024-09-27 18:00:00
L02807,U0152,view_profile,,2024-06-11 06:00:00
L02808,U0106,view_medicine,M019,2024-10-21 01:00:00
L02809,U0127,login,,2024-07-24 08:00:00
L02810,U0045,view_medicine,M019,2024-03-29 16:00:00
L02811,U0131,rate_medicine,M020,2024-08-20 08:00:00
L02812,U0194,download_report,,2024-06-28 03:00:00
L02813,U0197,view_profile,,2024-06-17 17:00:00
L02814,U0035,logout,,2024-09-08 03:00:00
L02815,U0069,logout,,2024-04-10 00:00:00
L02816,U0142,login,,2024-10-13 03:00:00
L02817,U0099,search_disease,D013,2024-05-18 23:00:00
L02818,U0079,view_medicine,M007,2024-04-16 18:00:00
L02819,U0127,search_disease,D009,2024-04-15 17:00:00
L02820,U0114,logout,,2024-11-29 23:00:00
L02821,U0132,download_report,,2024-04-23 23:00:00
L02822,U0055,view_profile,,2024-07-26 09:00:00
L02823,U0116,logout,,2024-01-08 08:00:00
L02824,U0184,search_disease,D004,2024-01-05 19:00:00
L02825,U0029,view_medicine,M020,2024-06-27 06:00:00
L02826,U0006,login,,2024-04-05 17:00:00
L02827,U0035,predict_disease,D007,2024-06-27 08:00:00
L02828,U0068,predict_disease,D001,2024-02-04 20:00:00
L02829,U0060,predict_disease,D014,2024-02-13 19:00:00
L02830,U0168,view_medicine,M024,2024-07-01 14:00:00
L02831,U0035,logout,,2024-01-04 08:00:00
L02832,U0006,rate_medicine,M003,2024-01-29 22:00:00
L02833,U0177,logout,,2024-10-29 22:00:00
L02834,U0145,rate_medicine,M004,2024-04-20 05:00:00
L02835,U0200,rate_medicine,M012,2024-05-02 17:00:00
L02836,U0160,search_disease,D001,2024-09-04 22:00:00
L02837,U0163,rate_medicine,M004,2024-03-14 04:00:00
L02838,U0120,rate_medicine,M018,2024-01-15 18:00:00
L02839,U0039,logout,,2024-07-18 08:00:00
L02840,U0053,login,,2024-04-03 05:00:00
L02841,U0021,download_report,,2024-09-10 09:00:00
L02842,U0075,predict_disease,D003,2024-01-08 08:00:00
L02843,U0045,view_profile,,2024-08-02 03:00:00
L02844,U0160,search_disease,D009,2024-01-27 01:00:00
L02845,U0079,view_profile,,2024-07-14 16:00:00
L02846,U0026,login,,2024-12-18 12:00:00
L02847,U0013,view_profile,,2024-08-31 00:00:00
L02848,U0103,predict_disease,D009,2024-08-17 22:00:00
L02849,U0039,predict_disease,D001,2024-01-18 01:00:00
L02850,U0200,download_report,,2024-05-01 12:00:00
L02851,U0185,login,,2024-03-10 02:00:00
L02852,U0051,download_report,,2024-07-28 17:00:00
L02853,U0087,view_medicine,M001,2024-08-26 15:00:00
L02854,U0008,download_report,,2024-01-31 03:00:00
L02855,U0063,logout,,2024-03-10 10:00:00
L02856,U0119,view_medicine,M001,2024-04-20 19:00:00
L02857,U0023,logout,,2024-04-07 01:00:00
L02858,U0044,logout,,2024-03-23 02:00:00
L02859,U0139,search_disease,D004,2024-07-13 18:00:00
L02860,U0131,view_medicine,M024,2024-08-29 02:00:00
L02861,U0127,login,,2024-03-13 05:00:00
L02862,U0065,search_disease,D001,2024-06-10 22:00:00
L02863,U0105,rate_medicine,M024,2024-02-27 15:00:00
L02864,U0043,search_disease,D010,2024-10-07 02:00:00
L02865,U0002,logout,,2024-08-20 08:00:00
L02866,U0105,rate_medicine,M008,2024-01-28 04:00:00
L02867,U0195,view_profile,,2024-06-03 09:00:00
L02868,U0093,predict_disease,D003,2024-03-14 02:00:00
L02869,U0004,login,,2024-03-14 10:00:00
L02870,U0151,predict_disease,D004,2024-05-18 02:00:00
L02871,U0171,predict_disease,D012,2024-01-09 18:00:00
L02872,U0190,rate_medicine,M010,2024-08-16 15:00:00
L02873,U0158,predict_disease,D007,2024-01-12 06:00:00
L02874,U0165,predict_disease,D007,2024-11-16 11:00:00
L02875,U0025,download_report,,2024-04-25 04:00:00
L02876,U0105,logout,,2024-02-10 20:00:00
L02877,U0155,logout,,2024-06-02 23:00:00
L02878,U0035,view_medicine,M022,2024-05-18 11:00:00
L02879,U0150,download_report,,2024-10-03 11:00:00
L02880,U0010,search_disease,D007,2024-03-08 03:00:00
L02881,U0171,search_disease,D010,2024-02-26 10:00:00
L02882,U0111,search_disease,D003,2024-10-03 12:00:00
L02883,U0156,rate_medicine,M024,2024-10-01 13:00:00
L02884,U0143,rate_medicine,M016,2024-08-07 16:00:00
L02885,U0033,login,,2024-04-19 14:00:00
L02886,U0016,login,,2024-01-05 16:00:00
L02887,U0117,rate_medicine,M010,2024-05-12 00:00:00
L02888,U0113,view_profile,,2024-12-02 17:00:00
L02889,U0029,search_disease,D010,2024-10-19 01:00:00
L02890,U0075,logout,,2024-11-13 18:00:00
L02891,U0112,predict_disease,D002,2024-06-02 01:00:00
L02892,U0147,view_medicine,M013,2024-09-27 06:00:00
L02893,U0156,login,,2024-11-16 04:00:00
L02894,U0084,view_profile,,2024-04-27 08:00:00
L02895,U0112,rate_medicine,M017,2024-05-18 14:00:00
L02896,U0041,view_medicine,M017,2024-03-01 07:00:00
L02897,U0082,login,,2024-05-20 13:00:00
L02898,U0183,predict_disease,D003,2024-01-05 05:00:00
L02899,U0052,search_disease,D003,2024-09-08 21:00:00
L02900,U0004,predict_disease,D014,2024-07-02 10:00:00
L02901,U0054,view_medicine,M029,2024-04-21 00:00:00
L02902,U0005,view_medicine,M001,2024-10-07 16:00:00
L02903,U0064,login,,2024-05-29 23:00:00
L02904,U0117,login,,2024-05-02 18:00:00
L02905,U0002,search_disease,D010,2024-01-02 16:00:00
L02906,U0065,search_disease,D002,2024-03-01 12:00:00
L02907,U0149,view_medicine,M001,2024-02-17 12:00:00
L02908,U0061,predict_disease,D014,2024-03-12 21:00:00
L02909,U0052,logout,,2024-08-21 23:00:00
L02910,U0190,logout,,2024-11-12 01:00:00
L02911,U0003,login,,2024-10-04 23:00:00
L02912,U0077,download_report,,2024-10-05 02:00:00
L02913,U0123,login,,2024-05-12 12:00:00
L02914,U0011,view_profile,,2024-01-26 00:00:00
L02915,U0057,rate_medicine,M022,2024-05-07 13:00:00
L02916,U0025,search_disease,D015,2024-05-05 14:00:00
L02917,U0025,search_disease,D015,2024-09-24 02:00:00
L02918,U0024,download_report,,2024-12-05 19:00:00
L02919,U0178,download_report,,2024-05-12 10:00:00
L02920,U0147,predict_disease,D013,2024-06-07 04:00:00
L02921,U0163,view_medicine,M007,2024-05-13 21:00:00
L02922,U0093,view_medicine,M003,2024-04-14 10:00:00
L02923,U0072,view_profile,,2024-07-30 13:00:00
L02924,U0083,view_medicine,M015,2024-07-11 18:00:00
L02925,U0149,rate_medicine,M010,2024-12-26 08:00:00
L02926,U0111,login,,2024-08-14 04:00:00
L02927,U0015,view_medicine,M004,2024-10-08 04:00:00
L02928,U0165,rate_medicine,M029,2024-01-09 04:00:00
L02929,U0130,search_disease,D012,2024-03-18 04:00:00
L02930,U0132,view_profile,,2024-08-16 19:00:00
L02931,U0039,rate_medicine,M001,2024-07-19 04:00:00
L02932,U0089,view_medicine,M017,2024-09-13 02:00:00
L02933,U0068,logout,,2024-12-18 10:00:00
L02934,U0059,predict_disease,D008,2024-07-02 20:00:00
L02935,U0106,view_profile,,2024-06-08 05:00:00
L02936,U0089,view_profile,,2024-08-20 00:00:00
L02937,U0023,view_medicine,M010,2024-03-22 19:00:00
L02938,U0144,search_disease,D013,2024-03-12 17:00:00
L02939,U0028,download_report,,2024-10-08 03:00:00
L02940,U0018,login,,2024-11-17 05:00:00
L02941,U0089,download_report,,2024-10-16 00:00:00
L02942,U0102,rate_medicine,M022,2024-02-28 01:00:00
L02943,U0155,view_medicine,M015,2024-03-29 07:00:00
L02944,U0110,view_medicine,M009,2024-07-28 00:00:00
L02945,U0033,view_medicine,M003,2024-10-14 07:00:00
L02946,U0023,predict_disease,D008,2024-01-16 02:00:00
L02947,U0033,predict_disease,D004,2024-10-17 23:00:00
L02948,U0018,login,,2024-06-28 02:00:00
L02949,U0168,predict_disease,D001,2024-05-15 17:00:00
L02950,U0003,download_report,,2024-09-11 23:00:00
L02951,U0112,login,,2024-06-15 07:00:00
L02952,U0098,rate_medicine,M010,2024-01-24 09:00:00
L02953,U0037,predict_disease,D015,2024-08-13 13:00:00
L02954,U0163,view_profile,,2024-06-02 12:00:00
L02955,U0160,view_medicine,M004,2024-02-15 10:00:00
L02956,U0002,view_profile,,2024-07-06 15:00:00
L02957,U0188,view_profile,,2024-06-07 15:00:00
L02958,U0061,predict_disease,D005,2024-06-28 17:00:00
L02959,U0022,login,,2024-09-08 13:00:00
L02960,U0082,predict_disease,D003,2024-02-21 23:00:00
L02961,U0118,predict_disease,D014,2024-12-08 05:00:00
L02962,U0116,login,,2024-01-02 16:00:00
L02963,U0108,login,,2024-12-26 12:00:00
L02964,U0179,download_report,,2024-07-23 04:00:00
L02965,U0020,predict_disease,D005,2024-11-14 14:00:00
L02966,U0140,login,,2024-08-14 16:00:00
L02967,U0160,rate_medicine,M026,2024-05-30 15:00:00
L02968,U0021,logout,,2024-12-05 05:00:00
L02969,U0054,view_medicine,M021,2024-07-04 00:00:00
L02970,U0028,view_medicine,M014,2024-09-18 09:00:00
L02971,U0078,logout,,2024-03-15 04:00:00
L02972,U0081,view_profile,,2024-05-19 06:00:00
L02973,U0079,rate_medicine,M002,2024-08-02 23:00:00
L02974,U0141,login,,2024-03-19 03:00:00
L02975,U0087,predict_disease,D002,2024-11-22 13:00:00
L02976,U0189,rate_medicine,M020,2024-07-01 05:00:00
L02977,U0066,download_report,,2024-10-21 05:00:00
L02978,U0169,view_medicine,M013,2024-12-19 08:00:00
L02979,U0023,rate_medicine,M021,2024-03-04 03:00:00
L02980,U0199,logout,,2024-04-10 17:00:00
L02981,U0038,search_disease,D009,2024-08-25 07:00:00
L02982,U0172,view_medicine,M028,2024-08-07 07:00:00
L02983,U0087,rate_medicine,M008,2024-12-12 18:00:00
L02984,U0129,rate_medicine,M017,2024-04-01 23:00:00
L02985,U0133,search_disease,D009,2024-05-21 18:00:00
L02986,U0138,login,,2024-01-12 12:00:00
L02987,U0067,login,,2024-01-10 11:00:00
L02988,U0026,search_disease,D014,2024-01-23 05:00:00
L02989,U0095,search_disease,D003,2024-06-08 06:00:00
L02990,U0186,rate_medicine,M003,2024-04-05 07:00:00
L02991,U0182,view_medicine,M004,2024-07-24 01:00:00
L02992,U0191,rate_medicine,M020,2024-09-27 13:00:00
L02993,U0062,view_medicine,M027,2024-09-11 04:00:00
L02994,U0187,search_disease,D012,2024-11-24 16:00:00
L02995,U0014,login,,2024-01-30 06:00:00
L02996,U0179,predict_disease,D001,2024-04-13 03:00:00
L02997,U0141,logout,,2024-10-30 19:00:00
L02998,U0023,view_medicine,M003,2024-05-21 01:00:00
L02999,U0077,view_medicine,M007,2024-08-31 03:00:00
L03000,U0028,view_profile,,2024-12-19 15:00:00
